Neighborhood_Review,Furnishing,Crime_Rate,Power_Backup,Frequency_of_Powercuts,Property_Area,Habitability_score
1.66,0,3,0,2.0,320,23.06
2.61,0,3,1,0.0,561,69.37
3.55,0,1,0,0.0,247,43.77
3.39,1,1,0,0.0,828,59.4
4.12,0,1,0,0.0,761,71.25
3.85,0,1,0,0.0,470,67.67
4.46,0,0,0,0.0,545,75.19
2.58,0,2,0,1.0,473,25.47
4.15,1,0,1,0.0,662,81.9
4.7,1,0,0,0.0,204,85.35
4.05,2,0,1,1.0,832,88.44
3.02,0,3,0,0.0,439,44.48
3.6,0,1,0,0.0,357,66.77
3.52,1,2,1,0.0,977,73.43
1.95,2,3,1,1.0,429,88.51
4.21,1,0,1,1.0,232,84.28
3.22,2,0,0,1.0,540,84.11
3.54,2,2,1,0.0,329,80.88
3.84,2,1,0,0.0,362,72.82
2.9,1,2,0,1.0,816,77.38
4.82,1,0,1,0.0,741,85.95
4.8,1,0,0,0.0,209,69.82
3.49,1,2,0,0.0,248,73.18
2.58,0,2,0,0.0,457,28.92
4.08,1,0,0,0.0,853,76.07
3.14,0,1,0,0.0,617,35.26
1.0,2,3,0,3.0,763,53.27
4.75,1,0,1,0.0,682,85.35
2.84,1,3,0,0.0,192,57.88
4.19,1,0,0,1.0,463,89.66
4.14,1,1,1,0.0,995,80.35
3.55,2,2,0,0.0,330,88.49
3.14,1,1,0,1.0,687,76.79
4.16,1,1,0,0.0,227,74.76
4.18,1,1,0,0.0,367,71.14
4.16,1,1,0,0.0,378,82.61
4.4,2,0,0,0.0,163,80.59
4.17,0,0,0,0.0,584,64.55
3.49,1,0,0,1.0,658,69.43
2.93,1,2,0,0.0,196,69.55
3.45,1,2,0,0.0,492,74.99
1.94,0,3,0,1.0,722,34.2
4.18,1,1,1,0.0,906,78.25
4.78,1,0,0,0.0,768,76.28
3.54,1,1,0,1.0,711,78.13
3.23,1,1,0,1.0,825,65.41
2.87,1,3,1,0.0,591,80.59
4.49,1,0,0,0.0,934,83.68
3.52,1,1,1,0.0,798,75.69
2.83,2,2,0,0.0,788,77.62
3.87,2,1,0,0.0,199,74.54
4.49,1,0,0,0.0,799,76.75
3.06,2,2,1,0.0,299,71.82
3.55,1,1,1,1.0,545,71.45
3.24,0,1,0,1.0,662,41.82
2.21,1,1,1,3.0,489,80.09
4.19,0,1,0,0.0,254,73.63
4.13,1,0,1,0.0,378,75.04
3.55,1,1,0,0.0,276,78.29
2.6,0,0,0,3.0,643,45.33
3.47,1,1,0,0.0,540,79.48
2.9,2,1,1,2.0,492,83.08
3.47,0,1,0,1.0,966,59.66
4.73,2,0,0,0.0,514,85.49
3.25,1,1,0,1.0,729,78.53
4.48,2,0,0,0.0,759,79.0
3.47,0,0,0,2.0,393,72.94
3.79,0,0,0,1.0,903,69.92
4.39,0,0,0,0.0,814,73.0
4.49,1,0,1,0.0,226,84.1
1.67,0,2,0,3.0,740,30.25
3.14,1,0,0,2.0,624,67.03
3.77,0,0,1,0.0,587,83.22
4.7,0,0,1,0.0,293,72.72
2.56,1,3,1,0.0,710,73.46
2.89,0,1,0,2.0,249,43.73
2.92,1,1,1,2.0,984,70.76
3.88,1,1,0,0.0,637,72.38
3.34,1,0,1,2.0,620,78.51
4.71,1,0,0,0.0,401,73.68
2.23,1,3,0,1.0,757,39.79
2.91,1,2,1,0.0,561,82.01
3.15,0,2,0,0.0,676,34.28
2.9,1,1,0,1.0,396,76.07
4.1,2,1,0,0.0,543,73.16
1.03,0,2,0,3.0,357,13.8
4.17,1,1,1,0.0,519,81.3
4.76,0,0,0,0.0,664,71.92
4.08,1,1,0,0.0,195,86.9
4.76,0,0,0,0.0,931,76.2
3.55,2,1,0,1.0,266,80.16
4.71,1,0,0,0.0,554,69.17
4.42,0,0,0,0.0,523,80.25
2.51,2,0,0,3.0,440,87.09
4.26,0,0,0,1.0,438,77.81
3.84,1,0,1,0.0,550,73.32
4.46,1,0,0,0.0,772,87.33
4.18,1,1,1,0.0,418,75.55
2.9,1,1,0,2.0,441,65.05
2.6,0,2,0,1.0,603,41.37
3.48,0,0,0,1.0,946,59.16
4.18,1,0,0,0.0,736,89.16
3.87,0,1,0,0.0,275,53.12
3.82,1,1,0,0.0,192,73.58
3.14,1,0,0,1.0,146,66.41
3.22,1,1,0,1.0,653,68.73
3.84,1,1,0,0.0,517,72.95
3.84,1,1,0,0.0,248,84.47
2.86,1,0,0,3.0,315,74.96
4.17,1,0,0,0.0,709,80.02
4.7,2,0,0,0.0,894,87.06
4.18,1,0,1,1.0,325,79.9
4.47,0,0,1,0.0,409,93.93
4.06,2,0,0,0.0,959,74.85
4.4,1,0,0,0.0,572,80.45
4.1,2,1,1,0.0,237,88.11
3.37,0,2,0,0.0,566,27.39
4.09,1,1,0,0.0,913,88.64
4.13,1,0,0,1.0,549,73.52
3.44,2,1,0,0.0,335,75.27
3.39,0,1,0,1.0,540,45.72
4.15,0,0,0,1.0,701,77.53
4.14,1,0,0,1.0,228,85.95
3.15,1,0,0,1.0,278,75.21
2.44,2,1,0,1.0,655,70.98
2.54,1,0,0,3.0,551,70.44
3.03,1,0,0,2.0,975,78.68
4.49,2,0,0,0.0,748,79.0
4.79,0,0,0,0.0,699,68.32
3.84,1,1,0,0.0,662,73.32
4.71,1,0,0,0.0,760,75.51
4.13,1,0,0,1.0,885,76.66
4.74,0,0,1,0.0,839,74.56
2.91,1,2,0,0.0,946,66.04
2.61,0,1,0,1.0,166,26.69
4.71,1,0,0,0.0,889,76.4
4.11,0,0,1,1.0,115,76.9
3.47,1,0,1,2.0,908,78.34
4.14,1,1,1,0.0,813,76.28
3.24,1,1,1,1.0,709,74.06
4.48,1,0,0,0.0,879,83.39
4.41,1,0,0,0.0,163,77.97
2.24,1,3,0,1.0,614,39.41
3.57,0,1,0,0.0,205,53.87
2.89,1,2,0,0.0,224,65.52
3.56,1,1,0,1.0,236,68.98
4.74,1,0,0,0.0,286,86.87
4.15,1,1,1,0.0,250,76.14
4.07,2,1,0,0.0,860,77.32
4.67,2,0,0,0.0,662,80.72
4.43,1,0,0,0.0,909,90.26
4.16,0,1,0,0.0,846,79.15
4.16,2,1,0,0.0,781,79.37
2.91,1,3,0,0.0,352,58.09
4.15,1,0,1,0.0,201,79.43
2.54,1,0,0,2.0,522,65.53
4.11,1,0,1,1.0,897,84.51
2.89,1,1,0,2.0,518,68.88
3.92,1,1,0,0.0,776,73.12
3.52,2,0,0,2.0,560,71.25
3.82,2,1,0,0.0,668,76.73
2.85,1,1,0,1.0,145,55.27
4.15,2,1,0,0.0,583,78.66
2.9,1,0,0,3.0,465,63.2
2.85,1,2,1,0.0,543,82.67
4.79,0,0,0,0.0,331,71.03
4.77,2,0,0,0.0,989,89.81
3.52,1,2,0,0.0,282,79.27
4.73,2,0,1,0.0,414,87.23
4.7,1,0,0,0.0,601,68.51
4.15,0,1,0,0.0,984,63.84
3.83,0,1,0,0.0,786,60.61
4.79,1,0,0,0.0,643,69.38
2.88,1,2,0,1.0,467,73.0
4.8,1,0,0,0.0,509,75.9
4.16,1,0,0,0.0,676,81.56
2.92,2,2,0,0.0,834,83.13
4.74,1,0,1,0.0,379,84.1
3.23,1,1,1,1.0,706,74.58
2.16,2,3,0,0.0,353,62.92
3.52,2,1,0,1.0,463,72.5
3.79,0,1,0,0.0,925,60.66
4.69,1,0,0,0.0,774,73.4
4.74,1,0,1,0.0,864,86.34
3.46,1,1,0,0.0,525,66.51
2.79,2,2,0,0.0,820,78.98
3.19,0,2,0,0.0,288,30.04
4.03,0,0,0,0.0,538,72.64
4.19,0,1,0,0.0,476,75.17
4.16,1,1,0,0.0,378,74.26
3.37,2,1,0,1.0,153,72.46
4.04,0,0,0,0.0,598,61.21
3.55,0,1,0,0.0,418,40.84
3.24,2,1,0,1.0,989,95.47
4.78,1,0,0,0.0,768,71.14
3.24,1,1,1,0.0,417,88.29
4.73,2,0,1,0.0,467,90.46
2.89,1,0,1,3.0,416,91.67
3.56,1,1,0,0.0,137,66.14
3.49,1,1,1,1.0,935,75.32
0.66,1,3,0,3.0,694,32.49
4.71,2,0,0,0.0,311,83.96
3.42,2,1,0,0.0,436,73.6
3.55,1,1,0,1.0,937,82.61
3.86,1,1,1,0.0,399,74.79
4.11,0,0,1,0.0,908,86.64
3.46,0,1,0,1.0,350,39.97
4.7,0,0,0,0.0,437,81.56
3.53,0,1,0,1.0,938,59.64
3.87,0,0,0,1.0,862,62.79
4.47,2,0,1,0.0,317,95.29
4.75,1,0,0,0.0,937,71.38
1.65,0,2,0,2.0,499,33.72
4.18,2,0,1,1.0,443,90.92
2.91,1,0,0,2.0,419,63.65
2.55,0,0,1,2.0,520,67.04
4.39,0,0,0,0.0,616,81.11
3.55,0,1,1,0.0,928,84.05
4.42,1,0,0,0.0,966,75.56
3.55,0,1,0,0.0,218,34.68
3.55,0,1,1,0.0,387,78.4
3.45,2,2,1,0.0,947,86.65
4.17,0,1,1,0.0,146,71.75
4.11,2,1,0,0.0,864,78.93
4.74,2,0,1,0.0,398,88.99
4.7,1,0,0,0.0,688,72.4
2.83,1,3,1,0.0,583,84.66
4.76,0,0,0,0.0,941,79.77
2.29,0,2,1,2.0,784,79.55
2.93,1,1,0,1.0,689,72.74
4.4,1,0,0,0.0,739,88.93
3.46,1,2,0,0.0,353,78.36
3.55,1,0,1,1.0,688,72.37
4.8,2,0,0,0.0,682,82.68
2.21,1,2,1,2.0,712,75.32
3.54,1,1,0,1.0,528,84.28
4.15,2,0,1,1.0,285,91.8
4.49,1,0,1,0.0,114,76.13
4.11,1,1,0,0.0,751,85.38
3.53,2,1,0,0.0,536,93.65
2.2,2,0,1,3.0,328,74.51
4.19,2,0,0,1.0,682,78.53
0.88,2,2,0,3.0,486,41.35
3.18,2,1,0,1.0,121,90.23
4.14,1,1,1,0.0,712,81.53
4.74,1,0,0,0.0,202,91.05
4.8,2,0,0,0.0,744,84.14
4.39,2,0,0,0.0,130,76.15
2.89,1,1,1,2.0,402,84.03
4.72,1,0,0,0.0,710,69.2
3.82,0,0,1,0.0,141,83.56
3.53,1,2,1,0.0,840,74.61
4.45,1,0,0,0.0,522,86.84
3.54,1,0,0,2.0,379,71.7
4.5,1,0,1,0.0,372,80.39
1.66,0,2,0,3.0,291,20.23
4.15,1,1,1,0.0,512,78.96
4.18,1,0,0,0.0,489,86.75
4.08,1,0,1,0.0,877,82.98
4.18,1,1,0,0.0,500,75.98
4.74,0,0,0,0.0,206,65.81
3.77,2,1,0,0.0,134,74.66
3.57,0,0,0,1.0,743,72.13
4.15,0,0,0,1.0,713,77.33
4.46,1,0,0,0.0,190,90.82
3.69,1,1,1,0.0,130,73.98
4.39,1,0,1,0.0,329,79.04
4.5,1,0,0,0.0,585,87.77
4.1,0,0,0,1.0,236,76.6
3.85,1,1,0,0.0,480,69.63
3.8,0,0,0,0.0,510,62.54
4.16,1,0,0,1.0,564,85.56
4.41,1,0,0,0.0,566,79.52
3.84,1,1,1,0.0,329,73.51
4.12,1,0,0,0.0,295,76.85
4.11,1,0,0,0.0,206,72.54
3.22,0,0,0,1.0,492,37.17
4.17,1,1,0,0.0,965,91.76
4.16,1,0,0,1.0,826,83.86
4.17,2,0,0,1.0,752,81.91
2.9,1,3,1,0.0,248,71.93
4.77,1,0,0,0.0,442,71.22
4.62,2,0,0,0.0,913,79.49
4.46,0,0,0,0.0,654,76.16
4.42,2,0,1,0.0,953,87.28
2.52,2,3,0,0.0,130,74.78
4.76,0,0,0,0.0,273,72.63
4.74,1,0,0,0.0,757,69.3
3.52,1,2,0,0.0,150,72.03
4.17,1,1,0,0.0,393,73.11
4.65,1,0,0,0.0,291,85.88
4.12,2,0,0,1.0,252,74.47
4.7,1,0,1,0.0,811,87.38
4.79,0,0,0,0.0,356,70.89
4.68,1,0,0,0.0,857,79.69
2.59,2,3,0,0.0,232,77.26
4.08,1,0,1,1.0,658,85.27
3.22,1,2,0,0.0,858,71.13
1.82,0,2,0,1.0,223,14.56
4.81,1,0,0,0.0,613,69.83
4.72,0,0,1,0.0,479,75.71
4.14,1,1,1,0.0,690,79.14
4.47,1,0,0,0.0,657,90.81
3.15,0,2,0,0.0,355,43.45
3.83,0,0,0,1.0,567,60.81
4.16,1,0,0,1.0,470,78.89
4.91,0,0,1,0.0,588,83.4
4.71,0,0,0,0.0,792,85.85
3.51,0,2,1,0.0,467,71.7
3.52,0,2,0,0.0,646,38.31
4.4,0,0,0,0.0,307,70.64
3.53,0,2,0,0.0,322,34.92
4.71,0,0,0,0.0,668,68.93
4.17,1,0,0,1.0,235,89.07
3.71,1,0,0,1.0,233,79.84
3.51,1,2,0,0.0,910,67.11
4.75,2,0,0,0.0,115,81.12
2.3,2,2,1,2.0,455,75.76
1.8,0,3,0,0.0,542,18.84
4.16,1,0,0,0.0,949,75.86
3.56,0,1,0,1.0,599,56.53
4.79,1,0,0,0.0,784,71.16
2.53,1,2,0,0.0,136,34.98
3.55,2,1,0,0.0,887,68.93
3.53,1,1,0,0.0,776,71.65
4.63,1,0,0,0.0,654,84.55
3.77,0,0,0,1.0,583,76.34
3.23,1,0,0,2.0,869,70.58
2.91,2,2,0,1.0,782,82.61
3.56,1,1,0,0.0,231,70.72
4.72,2,0,0,0.0,998,88.77
3.37,2,1,0,1.0,101,70.41
3.77,0,1,0,0.0,863,66.63
4.8,2,0,0,0.0,100,81.13
4.16,1,1,1,0.0,406,75.7
4.72,1,0,0,0.0,331,95.8
3.85,0,0,0,1.0,718,76.96
4.09,1,0,0,1.0,157,86.21
1.95,2,2,1,2.0,869,74.57
4.72,1,0,0,0.0,147,93.55
4.45,1,0,1,0.0,857,86.36
3.42,1,2,0,0.0,266,61.36
3.77,2,0,0,1.0,610,72.72
4.82,2,0,0,0.0,245,84.2
3.99,1,0,0,1.0,489,80.52
2.89,1,1,0,2.0,940,62.07
4.17,1,1,0,0.0,545,85.38
4.71,0,0,1,0.0,830,70.92
2.88,1,2,1,0.0,598,77.2
3.55,0,1,0,0.0,156,34.74
3.96,1,1,0,0.0,112,69.46
3.8,2,1,0,0.0,532,76.17
4.45,1,0,0,0.0,816,86.67
1.28,0,3,0,1.0,687,20.46
3.55,1,1,0,1.0,915,80.5
4.15,0,0,0,0.0,874,64.07
3.08,2,2,0,0.0,731,69.78
4.09,0,0,1,1.0,579,90.01
4.81,1,0,0,0.0,753,70.96
4.48,1,0,0,0.0,730,86.19
3.88,1,0,0,1.0,419,72.77
3.54,1,1,0,1.0,231,63.25
4.17,0,0,1,0.0,317,75.75
4.11,1,0,1,0.0,955,76.91
4.16,0,0,0,0.0,129,57.34
4.75,2,0,0,0.0,996,89.41
3.47,0,1,0,0.0,205,45.76
3.25,0,1,1,1.0,275,72.07
3.22,0,0,0,2.0,716,64.44
4.18,0,1,0,0.0,454,68.49
4.08,0,1,0,0.0,978,58.35
4.15,1,0,0,0.0,845,79.55
3.48,0,1,0,1.0,885,57.71
2.91,0,2,0,0.0,676,42.86
2.3,1,3,0,1.0,887,62.75
4.11,2,1,1,0.0,352,88.76
4.09,0,0,0,1.0,958,68.75
4.17,1,1,0,0.0,303,69.88
3.5,1,0,0,1.0,719,82.0
3.56,1,2,0,0.0,659,67.29
4.81,0,0,0,0.0,142,63.25
4.43,1,0,0,0.0,277,91.47
3.52,1,2,1,0.0,445,72.5
3.49,1,1,0,1.0,780,80.04
4.18,0,1,0,0.0,233,76.63
3.7,1,1,0,0.0,433,67.34
4.44,1,0,0,0.0,994,89.6
1.94,1,3,1,0.0,840,63.05
3.24,2,0,0,1.0,170,72.61
4.78,1,0,1,0.0,114,85.71
3.24,1,1,0,1.0,179,76.92
4.05,1,1,0,0.0,532,83.51
1.35,1,3,0,2.0,701,35.31
4.08,1,0,0,1.0,143,74.61
4.19,0,1,1,0.0,129,84.44
4.81,2,0,0,0.0,965,90.13
2.89,1,2,1,0.0,937,88.19
2.9,2,2,0,0.0,282,80.98
2.85,1,0,1,2.0,849,92.82
3.83,2,0,0,1.0,703,72.15
4.16,1,0,0,1.0,863,75.92
1.32,0,2,0,3.0,612,13.76
4.18,1,0,0,1.0,631,74.34
4.16,1,0,1,0.0,848,82.79
4.13,1,0,1,1.0,454,77.33
4.73,0,0,1,0.0,999,76.09
0.27,1,3,0,3.0,246,21.6
2.84,1,0,0,3.0,835,66.55
4.16,1,0,0,0.0,220,75.73
2.57,0,3,0,0.0,626,33.98
3.49,1,2,0,0.0,111,64.41
3.8,1,1,0,0.0,659,77.45
4.78,1,0,1,0.0,836,88.9
4.08,1,0,0,1.0,590,75.39
4.47,1,0,0,0.0,112,83.67
4.49,0,0,1,0.0,470,70.43
2.27,1,2,0,2.0,854,68.85
4.48,1,0,0,0.0,264,86.2
4.04,1,1,0,0.0,600,70.49
3.21,1,0,1,1.0,927,70.48
2.83,0,0,1,3.0,411,71.28
2.74,1,1,0,1.0,493,57.88
3.37,0,2,1,0.0,146,65.35
2.32,0,1,0,3.0,394,28.92
4.48,1,0,0,0.0,386,88.08
2.84,2,1,1,1.0,269,78.82
3.14,0,1,0,0.0,542,41.17
4.72,2,0,0,0.0,195,80.91
1.34,0,1,0,3.0,437,14.4
4.81,1,0,1,0.0,252,83.49
3.8,1,0,1,1.0,665,74.96
4.09,1,0,0,1.0,862,81.94
4.48,1,0,0,0.0,562,92.72
4.15,0,1,0,0.0,751,75.89
4.12,1,1,0,0.0,447,88.98
2.46,1,0,0,3.0,654,63.95
2.27,2,3,0,1.0,166,69.98
3.52,0,2,1,0.0,285,70.03
4.13,0,0,1,1.0,761,69.53
4.17,1,0,0,1.0,464,73.05
4.18,0,1,1,0.0,752,92.0
4.42,0,0,0,0.0,783,62.91
4.78,1,0,0,0.0,978,76.32
2.29,1,2,1,1.0,357,69.35
4.79,0,0,0,0.0,596,82.28
3.57,1,2,1,0.0,670,71.42
4.72,1,0,0,0.0,377,70.09
3.39,1,0,0,2.0,758,78.7
3.53,1,1,0,1.0,853,76.86
3.54,2,0,0,1.0,236,80.27
1.35,1,1,0,3.0,197,26.23
4.13,1,0,0,0.0,570,82.61
4.17,0,1,0,0.0,558,68.22
4.09,2,0,0,1.0,326,78.48
3.78,1,1,1,0.0,932,79.18
3.24,1,2,0,0.0,960,61.31
2.44,1,2,0,1.0,492,33.45
4.42,1,0,0,0.0,724,90.81
2.21,1,3,1,1.0,218,69.57
4.16,1,1,0,0.0,792,86.21
3.25,1,1,0,1.0,234,76.69
3.23,1,2,0,0.0,334,72.18
3.4,0,1,1,0.0,425,73.28
4.19,2,0,0,0.0,131,76.22
4.17,0,1,0,0.0,711,78.22
4.16,0,0,0,1.0,126,62.79
4.73,1,0,0,0.0,950,73.5
4.0,1,1,0,0.0,204,72.08
3.86,0,0,0,0.0,186,52.58
4.08,1,1,0,0.0,362,70.06
3.79,1,1,1,0.0,391,75.31
4.45,2,0,0,0.0,385,81.99
4.01,1,0,0,0.0,629,76.75
2.45,1,1,0,1.0,369,35.28
1.84,2,2,0,1.0,158,38.18
4.1,0,1,1,0.0,400,84.17
4.19,2,0,1,0.0,281,87.15
3.0,0,2,0,1.0,186,31.91
4.64,0,0,0,0.0,782,69.22
2.91,0,2,0,0.0,519,31.94
4.74,0,0,0,0.0,758,74.05
2.92,2,0,1,2.0,480,85.03
3.53,0,0,0,1.0,773,67.65
2.83,1,3,0,0.0,522,60.34
3.55,0,1,1,0.0,675,78.39
3.78,0,1,0,0.0,579,57.58
3.21,2,2,1,0.0,974,83.39
2.61,0,0,0,3.0,244,29.2
4.17,0,0,0,0.0,637,61.45
2.8,2,2,1,0.0,169,93.41
2.61,1,3,0,0.0,800,61.54
4.82,1,0,0,0.0,245,72.89
3.84,0,0,0,1.0,654,58.01
4.71,1,0,1,0.0,466,85.01
4.75,0,0,0,0.0,474,77.17
3.51,1,1,1,1.0,789,74.3
4.09,0,1,0,0.0,734,62.24
4.07,0,0,0,0.0,546,67.85
4.12,1,0,1,0.0,911,84.7
4.46,2,0,1,0.0,804,87.27
3.5,2,0,0,1.0,841,75.41
4.16,1,1,1,0.0,835,79.74
4.16,1,1,0,0.0,105,71.58
4.46,2,0,1,0.0,144,95.2
4.78,2,0,1,0.0,967,91.29
3.48,2,0,0,2.0,949,72.44
4.77,1,0,0,0.0,205,90.89
3.55,1,1,0,1.0,430,85.21
4.85,1,0,0,0.0,503,76.97
4.49,0,0,0,0.0,614,82.6
1.65,2,2,0,2.0,529,69.03
3.83,0,0,0,1.0,388,58.89
3.51,0,1,0,1.0,827,66.91
4.11,0,0,1,0.0,988,76.25
4.8,0,0,0,0.0,804,70.45
4.7,1,0,0,0.0,958,72.01
3.55,2,0,0,1.0,547,68.95
4.71,0,0,0,0.0,915,76.93
4.15,1,1,0,0.0,641,88.85
3.54,0,1,0,1.0,676,73.19
2.9,1,3,0,0.0,240,63.1
3.84,0,0,0,0.0,301,55.81
4.7,2,0,0,0.0,646,84.24
4.17,1,1,0,0.0,644,86.76
3.55,2,1,0,1.0,272,67.76
4.5,1,0,0,0.0,991,93.39
4.48,1,0,0,0.0,947,92.34
3.22,0,1,1,1.0,260,78.94
3.8,2,0,1,1.0,583,87.92
2.92,2,1,0,1.0,536,85.57
3.44,1,0,0,1.0,992,72.83
4.09,0,0,1,0.0,874,90.79
3.56,1,2,0,0.0,667,70.11
3.76,1,0,0,0.0,766,81.17
4.35,0,0,0,0.0,237,63.42
4.75,2,0,0,0.0,127,80.11
4.17,1,1,0,0.0,899,83.12
3.56,1,1,0,1.0,255,75.86
4.06,1,0,0,1.0,163,70.14
4.78,0,0,1,0.0,279,70.87
2.21,1,2,0,2.0,982,68.57
2.9,0,2,0,0.0,806,28.24
4.16,2,0,0,0.0,401,77.48
3.8,1,0,0,1.0,879,75.36
3.84,1,0,0,1.0,846,71.0
3.25,2,2,0,0.0,424,78.41
2.61,0,1,0,1.0,836,39.77
3.54,1,1,1,0.0,285,90.35
4.75,1,0,0,0.0,412,75.1
4.43,1,0,1,0.0,166,78.98
4.09,0,0,1,0.0,187,73.1
2.9,1,3,0,0.0,686,57.67
4.14,1,0,0,0.0,651,86.03
3.49,0,0,0,1.0,722,58.58
4.07,1,0,1,0.0,853,80.55
4.78,0,0,1,0.0,794,73.02
2.93,2,1,0,1.0,586,90.89
2.91,0,2,0,0.0,538,37.83
3.84,2,0,0,1.0,366,75.6
2.53,1,0,0,3.0,850,63.07
2.51,2,3,0,0.0,422,73.41
3.13,0,1,0,1.0,720,48.82
3.52,1,2,1,0.0,356,70.67
4.12,1,0,1,1.0,528,83.8
3.79,1,1,0,0.0,802,69.66
2.57,2,2,0,1.0,759,86.5
2.28,1,2,0,2.0,768,73.36
3.83,1,1,0,0.0,279,70.1
4.07,1,0,0,0.0,152,74.17
4.78,2,0,0,0.0,784,82.77
2.84,1,0,0,2.0,851,69.41
1.67,1,3,1,1.0,172,65.67
4.49,1,0,1,0.0,815,82.51
4.16,1,1,1,0.0,920,77.28
2.88,1,3,0,0.0,408,54.17
4.16,2,0,0,1.0,565,81.91
2.6,1,3,0,0.0,948,54.56
3.54,0,0,0,1.0,800,70.4
2.27,0,3,0,1.0,553,37.98
4.15,1,1,0,0.0,940,88.28
4.01,0,0,0,1.0,124,54.19
2.29,1,1,0,2.0,645,53.23
2.82,2,3,0,0.0,984,81.81
4.4,1,0,0,0.0,531,80.65
4.07,0,0,0,1.0,495,61.07
3.56,2,2,0,0.0,650,90.85
2.92,2,0,0,2.0,782,79.76
4.7,0,0,0,0.0,585,73.76
4.73,0,0,0,0.0,435,83.26
4.49,2,0,0,0.0,281,74.85
2.43,1,3,0,0.0,654,30.28
3.84,0,1,0,0.0,500,62.63
4.71,1,0,0,0.0,127,82.82
2.58,1,1,0,2.0,276,65.52
2.18,1,3,0,1.0,360,39.85
3.15,1,0,0,2.0,835,77.67
2.83,1,2,1,1.0,205,79.76
2.88,0,3,0,0.0,378,33.73
4.08,1,0,0,0.0,859,85.62
4.46,2,0,0,0.0,438,83.34
2.92,1,0,0,2.0,285,75.52
4.18,1,0,1,0.0,185,75.3
4.04,1,0,0,0.0,973,77.67
3.84,0,1,0,0.0,575,73.93
3.86,1,0,0,0.0,463,71.21
4.18,1,1,0,0.0,850,74.02
2.84,2,2,0,0.0,928,73.82
4.18,1,0,0,1.0,142,82.86
2.29,2,2,0,1.0,199,68.35
3.82,0,1,0,0.0,531,70.88
3.78,0,0,0,0.0,739,69.82
2.58,2,2,0,1.0,930,84.41
4.15,1,1,0,0.0,387,85.29
4.06,1,0,0,1.0,583,76.02
4.78,1,0,0,0.0,250,92.44
4.77,1,0,1,0.0,451,87.28
4.76,1,0,1,0.0,754,91.3
4.79,0,0,1,0.0,385,72.15
4.18,1,0,0,0.0,548,72.96
4.45,2,0,0,0.0,173,73.53
2.28,1,2,0,1.0,835,38.07
3.41,1,0,0,1.0,176,70.26
3.55,1,2,0,0.0,169,73.78
3.47,1,1,0,1.0,501,76.51
3.84,0,0,0,1.0,681,61.7
4.15,2,1,0,0.0,884,79.68
3.41,1,1,0,0.0,125,73.33
4.13,1,0,0,0.0,798,90.77
4.12,2,0,1,1.0,787,84.83
4.79,1,0,0,0.0,223,94.71
3.53,0,2,1,0.0,583,69.21
4.78,0,0,0,0.0,564,78.48
4.71,1,0,0,0.0,849,72.21
2.53,1,3,0,0.0,652,40.58
3.84,0,0,0,1.0,164,54.26
4.18,1,1,1,0.0,297,80.2
4.43,0,0,0,0.0,272,65.64
2.9,1,2,0,0.0,753,56.12
3.72,1,0,1,0.0,824,68.11
4.32,1,0,0,0.0,824,74.73
4.01,2,1,0,0.0,135,90.69
4.44,0,0,0,0.0,759,66.78
2.28,0,1,0,2.0,601,36.22
4.81,1,0,0,0.0,990,72.82
3.37,2,2,1,0.0,719,82.31
3.77,1,1,0,0.0,748,79.46
4.72,1,0,1,0.0,736,85.57
4.13,2,1,0,0.0,902,76.5
3.21,1,2,0,0.0,690,77.6
3.53,0,1,1,0.0,367,83.88
4.16,1,0,0,1.0,732,77.25
3.19,1,2,0,0.0,689,66.34
4.08,1,0,1,0.0,648,78.42
2.19,1,2,0,2.0,357,45.51
2.91,1,2,0,1.0,809,70.54
3.51,0,1,0,1.0,351,41.7
3.51,1,0,0,2.0,774,81.74
3.46,1,1,0,0.0,631,67.71
2.89,1,1,0,2.0,178,67.75
3.51,1,0,0,1.0,554,77.98
3.23,1,0,0,2.0,755,72.37
3.53,0,1,0,1.0,257,44.82
3.56,1,2,0,0.0,859,82.23
2.82,0,3,0,0.0,921,35.05
4.16,0,1,0,0.0,277,63.23
4.16,2,0,0,0.0,582,81.01
3.87,1,1,0,0.0,209,66.26
4.14,1,1,0,0.0,550,86.43
4.15,0,0,1,0.0,300,87.39
4.14,0,0,0,1.0,971,66.55
4.07,0,1,0,0.0,254,62.96
4.17,2,0,0,0.0,941,78.21
4.39,1,0,0,0.0,799,91.53
4.02,1,1,0,0.0,865,71.65
4.81,0,0,0,0.0,117,69.81
4.8,2,0,0,0.0,626,83.38
3.54,0,1,0,1.0,673,71.89
3.84,1,0,0,1.0,721,84.33
3.45,1,1,0,1.0,470,69.47
4.12,2,1,0,0.0,472,72.78
2.89,0,3,0,0.0,137,31.52
3.57,0,1,1,1.0,832,83.97
3.83,2,0,0,1.0,238,70.43
4.38,1,0,1,0.0,402,81.18
2.93,1,1,0,1.0,134,59.35
4.76,1,0,0,0.0,963,70.35
4.07,1,1,1,0.0,753,82.2
4.47,1,0,0,0.0,877,91.03
4.8,1,0,1,0.0,643,86.99
4.78,1,0,0,0.0,460,73.12
4.49,1,0,0,0.0,361,81.69
4.17,1,0,0,1.0,981,90.64
3.86,1,1,1,0.0,585,75.98
4.51,2,0,0,0.0,409,81.95
3.21,2,2,1,0.0,593,80.64
4.78,1,0,0,0.0,678,69.35
4.74,1,0,0,0.0,390,74.07
