Property_ID,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score,Bungalow,Container Home,Duplex,Single-family home,Once in a day - Evening,Once in a day - Morning,Once in two days
0xa5ad,543,2.0,1,1,1.0,0,6.11,2,1,128.0,2.87,73.59,0,0,0,0,0,0,0
0x2f33,306,1.0,3,1,0.0,0,4.93,2,1,115.0,3.52,75.01,0,0,0,0,0,0,0
0x84aa,475,2.0,3,2,0.0,0,7.05,0,1,148.0,4.1,76.79,0,0,0,0,1,0,0
0x9033,964,4.0,2,0,0.0,0,8.0,3,1,125.0,2.55,32.08,0,0,0,0,0,1,0
0x9a46,195,4.0,1,1,0.0,0,5.77,2,1,83.0,3.56,63.49,0,0,0,0,0,0,0
0xd08,675,2.0,3,1,0.0,0,6.49,3,1,87.0,2.92,70.64,0,0,0,0,0,0,0
0xb0da,187,4.0,2,1,0.0,0,3.97,0,0,94.0,4.56,73.07,0,0,0,0,0,1,0
0x80d4,340,2.0,3,0,1.0,0,7.75,0,1,122.0,3.5,63.33,0,0,0,0,1,0,0
0x4a16,327,2.0,1,1,0.0,0,6.94,2,1,120.0,3.19,62.7,0,0,0,0,0,1,0
0xaf9d,870,2.0,3,2,0.0,0,4.69,0,1,105.0,4.48,78.25,0,0,0,0,0,1,0
0x8874,719,4.0,1,0,0.0,0,5.04,1,1,99.0,3.86,72.42,0,0,0,0,0,1,0
0x5e9e,847,2.0,3,1,3.0,1,8.41,2,2,139.0,1.21,57.3,0,0,0,0,0,1,0
0x48a7,773,3.0,1,1,0.0,1,7.62,0,1,97.0,4.78,86.83,0,0,0,0,0,0,0
0x46b9,320,4.0,1,2,0.0,0,6.35,0,1,142.0,4.74,84.33,0,0,0,0,0,0,0
0x8d8,224,1.0,1,1,0.0,0,7.68,0,1,116.0,4.76,83.73,0,0,0,0,0,0,0
0x16dd,675,1.0,3,1,0.0,0,8.77,2,2,134.0,3.41,70.62,0,0,0,0,0,0,0
0x4f04,183,1.0,2,1,0.0,0,4.68,2,1,118.0,3.52,71.19,0,0,0,0,0,0,0
0x6e80,637,1.0,1,1,2.0,0,7.66,2,1,133.0,1.6,41.23,0,0,0,0,1,0,0
0x766f,317,4.0,1,0,0.0,1,6.09,1,1,163.0,4.08,86.39,0,0,0,0,0,0,0
0x2e62,598,4.0,3,1,0.0,1,4.91,1,1,88.0,4.18,78.2,0,0,0,0,0,0,0
0x3fcd,791,4.0,2,1,0.0,1,5.98,1,1,120.0,3.82,80.39,0,0,0,0,0,1,0
0xb161,214,2.0,1,0,0.0,0,5.37,1,1,107.0,3.22,26.26,0,0,0,0,0,0,1
0x16a3,955,3.0,3,0,0.0,0,7.3,0,1,113.0,4.77,70.62,0,0,0,0,0,0,0
0xa8d4,915,1.0,1,0,1.0,0,5.05,2,1,97.0,2.6,39.9,0,0,0,0,0,1,0
0xa024,638,1.0,2,2,1.0,0,6.18,2,1,97.0,2.6,71.3,0,0,0,0,0,1,0
0xb7d1,278,4.0,3,1,0.0,1,5.76,1,1,82.0,3.56,67.91,0,0,0,0,1,0,0
0xa345,600,2.0,1,1,0.0,0,7.03,1,1,89.0,3.54,76.48,0,0,0,0,1,0,0
0xa49e,955,3.0,3,0,0.0,0,8.14,2,2,132.0,2.79,34.78,0,0,0,0,1,0,0
0x840e,335,2.0,1,1,2.0,0,7.88,0,1,168.0,3.44,76.24,0,0,0,0,0,0,0
0x3c78,930,4.0,1,0,2.0,0,6.59,0,1,120.0,2.88,36.43,0,0,0,0,1,0,0
0xc5de,462,1.0,1,0,2.0,0,7.8,1,1,163.0,2.82,29.08,0,0,0,0,0,0,0
0xc214,241,4.0,1,1,0.0,0,4.7,0,1,88.0,4.5,78.01,0,0,0,0,0,1,0
0x9a3f,641,3.0,3,2,0.0,1,6.64,3,1,96.0,2.28,91.04,0,0,0,0,1,0,0
0x393f,674,4.0,2,2,0.0,0,7.91,1,1,147.0,4.09,76.16,0,0,0,0,0,0,0
0x5238,734,1.0,2,1,0.0,0,6.0,1,1,162.0,3.46,75.57,0,0,0,0,1,0,0
0xb202,904,4.0,3,0,0.0,0,5.93,0,1,116.0,4.77,69.73,0,0,0,0,0,0,0
0x5289,351,2.0,3,2,0.0,1,6.13,0,1,156.0,3.78,88.66,0,0,0,0,0,0,1
0xb44e,735,3.0,3,1,1.0,0,7.02,3,1,161.0,1.88,42.83,0,0,0,0,0,1,0
0x21b0,606,1.0,2,2,1.0,0,5.17,0,1,101.0,3.85,79.23,0,0,0,0,0,1,0
0xc523,841,1.0,2,2,0.0,0,7.12,0,1,148.0,4.41,78.81,0,0,0,0,0,1,0
0x368f,908,1.0,1,1,0.0,0,7.24,1,1,135.0,3.48,79.93,0,0,0,0,1,0,0
0x8a4f,718,2.0,1,1,0.0,0,6.34,0,1,159.0,4.71,72.85,0,0,0,0,0,0,0
0x775f,542,3.0,3,1,0.0,0,6.23,0,1,160.0,4.71,70.38,0,0,0,0,0,0,0
0x885b,726,1.0,3,1,1.0,0,7.41,0,1,163.0,4.07,91.69,0,0,0,0,0,0,0
0xb375,710,2.0,3,0,0.0,0,7.48,2,1,87.0,2.91,38.91,0,0,0,0,1,0,0
0xbfe2,206,2.0,3,2,0.0,0,5.51,1,1,99.0,3.54,77.72,0,0,0,0,1,0,0
0x19d4,733,4.0,2,2,0.0,0,8.25,2,2,164.0,3.06,68.87,0,0,0,0,0,1,0
0xc541,543,4.0,1,1,1.0,1,7.48,0,1,110.0,3.51,74.44,0,0,0,0,1,0,0
0x5dbb,374,2.0,3,1,1.0,0,5.92,0,1,117.0,4.14,84.65,0,0,0,0,0,0,0
0x7e98,422,3.0,1,2,1.0,0,7.04,1,1,162.0,3.14,78.59,0,0,0,0,0,1,0
0x2b2a,968,3.0,1,0,1.0,0,5.23,1,1,94.0,3.23,34.72,0,0,0,0,0,1,0
0xa981,308,2.0,3,1,1.0,0,7.41,0,1,121.0,4.13,89.58,0,0,0,0,0,0,0
0x8f3e,693,2.0,3,1,1.0,0,4.87,1,1,103.0,2.91,59.52,0,0,0,0,1,0,0
0x4dd0,134,4.0,3,1,0.0,1,6.2,1,1,111.0,3.52,81.98,0,0,0,0,1,0,0
0x6119,279,4.0,2,1,3.0,0,6.42,2,1,83.0,1.04,25.4,0,0,0,0,1,0,0
0x3191,328,3.0,2,1,0.0,0,5.13,1,1,108.0,3.53,71.76,0,0,0,0,1,0,0
0x8efe,236,2.0,2,1,0.0,0,6.85,1,1,88.0,4.17,72.81,0,0,0,0,0,0,0
0x8ebd,212,3.0,1,2,0.0,0,4.29,0,1,119.0,4.78,81.64,0,0,0,0,0,0,0
0x6ed2,428,3.0,2,2,0.0,1,6.69,3,1,97.0,2.91,72.62,0,0,0,0,0,0,0
0x1a7c,287,4.0,3,0,0.0,0,3.04,0,0,71.0,4.91,84.07,0,0,0,0,0,0,0
0x5a0b,282,1.0,1,1,0.0,1,5.52,0,1,109.0,4.47,79.62,0,0,0,0,0,1,0
0x90cd,899,1.0,2,1,2.0,0,7.22,0,1,135.0,3.48,83.41,0,0,0,0,0,0,0
0x696d,250,1.0,1,0,0.0,0,6.48,0,1,144.0,4.42,63.05,0,0,0,0,0,1,0
0x3e12,631,2.0,2,0,0.0,0,6.18,0,1,131.0,4.75,75.65,0,0,0,0,0,0,0
0x5583,489,1.0,1,2,0.0,0,7.44,0,1,105.0,4.46,77.99,0,0,0,0,0,1,0
0x7517,693,1.0,3,2,1.0,0,7.44,1,1,132.0,3.49,72.52,0,0,0,0,0,0,0
0x8368,499,2.0,3,0,0.0,0,7.65,0,1,140.0,4.42,75.08,0,0,0,0,0,1,0
0x6574,466,3.0,1,2,0.0,0,5.73,1,1,97.0,3.85,75.86,0,0,0,0,0,1,0
0x20d0,447,3.0,3,1,0.0,0,6.23,0,1,111.0,4.77,70.28,0,0,0,0,0,0,0
0xb114,420,3.0,2,0,0.0,0,7.77,0,1,166.0,4.07,63.2,0,0,0,0,1,0,0
0x9a68,282,3.0,2,2,0.0,1,7.27,0,1,148.0,4.41,95.11,0,0,0,0,0,1,0
0x5963,525,3.0,2,0,0.0,0,6.38,0,1,112.0,4.77,74.43,0,0,0,0,0,0,0
0xb53b,967,1.0,1,0,0.0,0,7.19,0,1,126.0,3.81,63.24,0,0,0,0,0,0,1
0x11d7,919,2.0,2,1,1.0,0,7.92,1,1,126.0,3.49,76.04,0,0,0,0,0,0,0
0x3493,657,4.0,1,1,3.0,0,7.01,0,1,116.0,2.25,66.02,0,0,0,0,1,0,0
0x426a,758,4.0,3,1,0.0,0,5.53,1,1,118.0,3.52,73.47,0,0,0,0,1,0,0
0x96d5,866,4.0,2,0,0.0,0,6.95,0,1,140.0,4.42,72.47,0,0,0,0,0,1,0
0xbf96,349,4.0,1,1,1.0,0,6.61,3,1,166.0,2.19,31.97,0,0,0,0,0,0,0
0x28c8,486,2.0,1,2,1.0,0,5.24,0,1,94.0,3.55,73.43,0,0,0,0,1,0,0
0xb283,950,4.0,2,2,0.0,0,8.13,3,2,127.0,1.86,66.18,0,0,0,0,0,0,1
0x6979,713,4.0,1,1,1.0,1,6.97,2,1,96.0,2.91,80.42,0,0,0,0,0,0,0
0x96c3,422,4.0,1,0,0.0,1,7.06,0,1,161.0,4.39,82.43,0,0,0,0,0,1,0
0x9936,508,2.0,3,0,0.0,0,7.63,2,1,140.0,3.47,38.29,0,0,0,0,0,0,0
0xc4f4,603,2.0,3,2,1.0,0,6.12,3,1,98.0,2.28,66.56,0,0,0,0,0,0,0
0x5fc4,842,2.0,3,2,1.0,0,4.15,1,1,100.0,3.55,75.26,0,0,0,0,0,0,0
0xa4fd,660,1.0,1,2,0.0,1,8.13,2,2,121.0,3.43,81.78,0,0,0,0,0,0,0
0x5688,751,3.0,1,0,1.0,0,5.67,2,1,90.0,2.61,26.45,0,0,0,0,0,1,0
0x6423,280,4.0,3,0,0.0,0,6.49,0,1,155.0,4.09,59.6,0,0,0,0,1,0,0
0x95f3,529,2.0,1,1,0.0,1,5.97,0,1,115.0,4.77,84.19,0,0,0,0,0,0,0
0x8235,889,3.0,2,1,0.0,0,6.95,1,1,128.0,4.12,85.64,0,0,0,0,0,0,0
0x8a26,126,2.0,1,1,0.0,0,6.83,1,1,116.0,4.14,69.37,0,0,0,0,0,0,0
0xc6c0,274,3.0,3,0,1.0,0,4.56,1,1,113.0,3.53,58.48,0,0,0,0,0,0,0
0x2bc9,141,4.0,2,1,0.0,0,6.42,1,1,121.0,3.51,66.94,0,0,0,0,1,0,0
0x6a8d,394,3.0,2,1,0.0,0,5.34,2,1,88.0,3.24,63.37,0,0,0,0,0,1,0
0x4fd0,847,2.0,2,0,0.0,1,7.42,0,1,157.0,4.71,76.02,0,0,0,0,0,0,0
0x87b3,748,1.0,2,1,3.0,0,4.77,1,1,109.0,2.28,62.48,0,0,0,0,0,0,0
0x9bcf,462,2.0,1,1,0.0,0,6.68,0,1,124.0,4.44,84.14,0,0,0,0,0,1,0
0xa610,625,4.0,1,1,0.0,1,7.71,0,1,110.0,4.45,81.54,0,0,0,0,0,1,0
0x3edc,871,2.0,3,2,0.0,0,4.86,1,1,80.0,3.57,71.07,0,0,0,0,1,0,0
0x32da,572,1.0,2,0,1.0,0,5.96,1,1,93.0,3.54,59.04,0,0,0,0,0,0,0
0xb792,538,3.0,3,1,0.0,0,4.89,2,1,120.0,3.52,68.09,0,0,0,0,0,0,0
0x4b17,152,4.0,3,1,3.0,0,5.23,1,1,89.0,1.67,36.27,0,0,0,0,1,0,0
0x7513,962,3.0,3,1,1.0,0,5.81,1,1,82.0,2.93,74.12,0,0,0,0,1,0,0
0x8af5,508,3.0,1,0,1.0,0,7.53,0,1,118.0,4.13,67.06,0,0,0,0,0,0,0
0x7b8d,640,1.0,1,0,0.0,0,4.9,1,1,116.0,3.84,64.15,0,0,0,0,0,1,0
0x6a48,392,4.0,2,1,0.0,0,6.15,0,1,136.0,4.74,68.88,0,0,0,0,0,0,0
0x6a54,587,3.0,3,2,2.0,0,6.47,0,1,111.0,3.52,73.15,0,0,0,0,0,0,0
0xbe5a,508,4.0,2,0,0.0,1,7.32,0,1,148.0,4.41,72.27,0,0,0,0,0,1,0
0x2f36,597,4.0,3,0,0.0,0,8.23,2,0,158.0,3.51,75.56,0,0,0,0,0,0,0
0x3ffb,657,4.0,3,0,0.0,0,6.11,0,1,115.0,4.14,66.78,0,0,0,0,1,0,0
0x8e4b,640,1.0,3,0,0.0,0,4.38,1,1,102.0,3.86,67.6,0,0,0,0,0,1,0
0x1cd0,843,4.0,3,1,0.0,0,7.53,0,1,128.0,4.43,84.07,0,0,0,0,0,1,0
0x6bcf,112,3.0,3,0,1.0,0,7.06,0,1,131.0,4.12,68.88,0,0,0,0,0,0,0
0x82b4,564,1.0,1,0,1.0,1,3.93,1,0,65.0,3.65,76.48,0,0,0,0,0,0,0
0x507d,286,3.0,1,2,0.0,1,6.79,2,1,131.0,3.49,78.85,0,0,0,0,0,0,0
0x6561,446,1.0,1,1,1.0,0,6.32,1,1,87.0,3.55,67.01,0,0,0,0,0,0,0
0xad0a,909,1.0,1,1,1.0,1,3.78,1,0,98.0,3.3,78.93,0,0,0,0,0,1,0
0x66e0,637,4.0,3,1,0.0,0,3.33,0,0,84.0,4.58,75.29,0,0,0,0,0,1,0
0x60b6,674,2.0,1,1,0.0,1,5.44,1,0,110.0,3.59,77.56,0,0,0,0,1,0,0
0xc6fa,272,1.0,2,1,1.0,0,7.61,3,1,107.0,2.26,39.09,0,0,0,0,0,0,0
0x9cdc,679,3.0,3,1,0.0,0,7.33,3,1,164.0,2.82,70.14,0,0,0,0,0,0,0
0x110a,665,1.0,3,1,1.0,1,6.87,0,2,95.0,4.1,73.8,0,0,0,0,0,0,0
0xa982,364,4.0,3,2,0.0,0,7.52,0,1,106.0,3.83,70.56,0,0,0,0,0,0,1
0x99f0,189,2.0,1,2,1.0,0,6.46,0,1,112.0,3.83,70.37,0,0,0,0,0,1,0
0x16cd,240,2.0,1,1,0.0,0,6.16,1,1,89.0,4.18,72.86,0,0,0,0,0,0,0
0x6ee1,518,2.0,1,1,1.0,0,5.46,1,1,118.0,3.52,70.77,0,0,0,0,0,0,0
0xb7fe,236,4.0,1,1,0.0,0,6.51,0,1,91.0,4.8,72.94,0,0,0,0,0,0,0
0x4f7c,727,4.0,2,0,0.0,0,4.96,1,1,87.0,3.56,53.48,0,0,0,0,1,0,0
0xb820,760,1.0,1,0,0.0,0,5.99,1,1,115.0,4.14,59.13,0,0,0,0,0,0,0
0x642,370,3.0,3,1,1.0,0,6.23,0,1,91.0,3.86,77.85,0,0,0,0,0,1,0
0x280a,245,4.0,1,1,2.0,0,6.95,0,1,147.0,3.47,68.98,0,0,0,0,0,0,0
0x8d44,924,2.0,1,1,0.0,1,7.05,0,1,166.0,4.7,88.67,0,0,0,0,0,0,0
0x3007,480,4.0,2,1,0.0,0,7.13,0,1,151.0,4.72,72.43,0,0,0,0,0,0,0
0x7334,543,1.0,3,2,0.0,0,6.09,0,1,151.0,4.41,77.95,0,0,0,0,0,1,0
0x3941,325,4.0,2,1,0.0,0,7.46,3,1,120.0,2.87,57.33,0,0,0,0,0,0,0
0x30f8,439,3.0,2,0,0.0,0,7.19,0,1,150.0,4.72,73.97,0,0,0,0,0,0,0
0x3fa3,218,1.0,2,0,1.0,0,6.29,3,1,104.0,2.27,34.85,0,0,0,0,0,0,0
0x5eef,603,3.0,1,1,0.0,0,7.03,0,1,126.0,4.75,71.07,0,0,0,0,0,0,0
0x6fba,993,3.0,3,1,2.0,0,6.94,3,1,99.0,1.65,39.29,0,0,0,0,0,0,0
0x4851,183,2.0,3,0,0.0,0,7.66,2,1,140.0,3.47,38.24,0,0,0,0,0,0,0
0x86a7,135,4.0,1,0,0.0,0,5.31,1,1,89.0,4.18,66.68,0,0,0,0,0,0,0
0x60e6,423,4.0,2,1,1.0,0,7.1,3,1,158.0,2.2,45.82,0,0,0,0,0,0,0
0xc4ed,364,1.0,3,0,0.0,1,4.93,1,1,105.0,4.16,89.77,0,0,0,0,0,0,0
0x5193,642,2.0,2,2,0.0,0,7.21,0,1,98.0,4.16,78.44,0,0,0,0,1,0,0
0x1892,617,1.0,1,0,1.0,0,6.15,0,1,84.0,4.18,61.5,0,0,0,0,0,0,0
0x4244,317,2.0,3,1,1.0,1,9.0,2,2,130.0,2.47,67.03,0,0,0,0,0,1,0
0x5477,886,1.0,1,1,0.0,0,8.51,2,2,124.0,2.8,43.71,0,0,0,0,1,0,0
0x1a63,165,4.0,3,1,0.0,1,6.01,2,1,135.0,3.18,76.61,0,0,0,0,0,1,0
0x1758,174,4.0,2,1,0.0,0,6.23,3,1,143.0,2.54,32.61,0,0,0,0,0,1,0
0x7a2f,332,1.0,1,2,0.0,0,6.74,1,1,142.0,4.11,77.99,0,0,0,0,0,0,0
0x966,464,2.0,1,1,0.0,1,6.67,1,1,91.0,4.17,79.73,0,0,0,0,0,0,0
0x5601,903,4.0,2,1,0.0,0,6.06,0,1,88.0,4.8,70.84,0,0,0,0,0,0,0
0x4478,316,4.0,3,0,2.0,1,8.11,0,2,136.0,3.41,80.24,0,0,0,0,0,0,0
0x4fbb,285,4.0,2,2,0.0,1,7.98,1,1,107.0,3.51,86.64,0,0,0,0,1,0,0
0x8be7,143,3.0,2,1,3.0,0,7.05,0,1,110.0,2.89,73.46,0,0,0,0,0,0,0
0x3579,825,2.0,3,1,1.0,0,6.9,1,1,152.0,3.15,67.37,0,0,0,0,0,1,0
0x8289,144,1.0,1,1,1.0,0,6.8,1,1,133.0,3.49,71.84,0,0,0,0,0,0,0
0x61ff,105,1.0,3,1,0.0,0,6.89,3,1,107.0,2.27,40.74,0,0,0,0,1,0,0
0x5ec4,262,1.0,2,0,0.0,0,7.03,1,1,132.0,4.12,58.72,0,0,0,0,0,0,0
0x6603,720,2.0,2,1,0.0,0,7.06,0,1,106.0,4.78,73.02,0,0,0,0,0,0,0
0x4599,973,1.0,2,0,1.0,0,7.19,0,1,128.0,3.49,71.67,0,0,0,0,1,0,0
0x4146,741,1.0,3,0,0.0,1,4.71,1,1,110.0,3.53,72.29,0,0,0,0,1,0,0
0xba82,970,1.0,2,0,0.0,0,6.22,3,1,97.0,2.91,32.08,0,0,0,0,0,0,0
0xba5,793,4.0,3,1,0.0,0,7.08,0,1,166.0,4.39,89.96,0,0,0,0,0,1,0
0xc635,313,4.0,3,0,0.0,0,6.75,0,1,106.0,4.15,68.03,0,0,0,0,1,0,0
0x2210,528,3.0,1,0,1.0,1,7.64,3,1,132.0,1.92,47.87,0,0,0,0,0,1,0
0xbeac,692,3.0,2,2,0.0,1,7.14,2,1,108.0,2.89,77.18,0,0,0,0,1,0,0
0xad33,856,1.0,1,1,0.0,0,7.03,0,1,82.0,4.18,80.37,0,0,0,0,1,0,0
0x6518,278,1.0,2,1,0.0,0,7.98,0,1,104.0,4.77,81.41,0,0,0,0,0,0,0
0x448b,423,1.0,2,1,0.0,1,4.07,2,1,118.0,2.58,75.07,0,0,0,0,0,0,1
0x8d10,907,3.0,1,1,0.0,0,6.55,1,1,122.0,3.19,67.5,0,0,0,0,0,0,1
0x51cc,107,1.0,1,1,0.0,0,5.91,1,1,89.0,3.55,59.15,0,0,0,0,1,0,0
0x9190,462,1.0,3,1,3.0,0,6.84,0,1,136.0,2.54,66.97,0,0,0,0,0,1,0
0x5ac7,162,4.0,2,1,1.0,1,4.79,1,1,82.0,2.94,77.7,0,0,0,0,1,0,0
0x193a,616,1.0,2,2,1.0,1,7.54,0,1,147.0,4.09,94.49,0,0,0,0,0,0,0
0x5ce5,339,2.0,3,1,1.0,0,6.08,0,1,82.0,4.18,74.57,0,0,0,0,0,0,0
0x3cc7,575,4.0,2,1,0.0,1,6.81,0,1,124.0,4.44,80.68,0,0,0,0,0,1,0
0x29f7,762,1.0,3,0,2.0,0,6.6,2,1,87.0,1.66,19.49,0,0,0,0,1,0,0
0x6c5f,165,3.0,1,2,1.0,0,4.88,1,1,102.0,3.23,84.58,0,0,0,0,0,1,0
0x83e6,786,3.0,3,1,1.0,1,7.74,0,1,82.0,3.86,78.31,0,0,0,0,0,1,0
0x84ed,992,1.0,3,1,0.0,1,6.56,0,1,160.0,4.71,84.17,0,0,0,0,0,0,0
0x131c,415,1.0,2,0,0.0,0,5.88,1,1,116.0,4.14,62.11,0,0,0,0,0,0,0
0x3b05,912,4.0,2,1,1.0,1,7.28,3,1,160.0,2.2,81.56,0,0,0,0,0,0,0
0x605,666,2.0,1,1,0.0,0,6.32,3,1,116.0,2.57,64.65,0,0,0,0,0,1,0
0x4218,826,1.0,3,1,0.0,0,7.42,2,1,149.0,3.15,68.4,0,0,0,0,0,1,0
0x7386,696,1.0,1,1,0.0,1,6.12,0,1,90.0,4.17,79.53,0,0,0,0,1,0,0
0x6f19,286,3.0,3,1,0.0,0,6.7,3,1,123.0,2.56,32.35,0,0,0,0,0,1,0
0x5d91,543,4.0,1,2,1.0,0,7.46,0,1,148.0,4.09,77.87,0,0,0,0,0,0,0
0x9f61,336,3.0,1,1,0.0,0,6.63,0,1,135.0,4.11,85.88,0,0,0,0,1,0,0
0x180a,672,3.0,1,1,0.0,0,6.57,0,1,151.0,4.72,68.52,0,0,0,0,0,0,0
0x10bc,444,1.0,3,1,0.0,0,5.5,0,1,102.0,3.85,66.65,0,0,0,0,0,0,1
0x1323,853,3.0,3,1,0.0,0,6.38,0,1,92.0,4.17,88.02,0,0,0,0,1,0,0
0x2d4c,160,2.0,1,0,1.0,0,7.75,2,1,163.0,2.82,36.95,0,0,0,0,0,0,0
0xb7b5,287,1.0,1,2,0.0,0,5.35,1,1,87.0,4.18,73.6,0,0,0,0,0,0,0
0xa7b0,816,2.0,1,0,1.0,0,6.69,0,1,80.0,3.56,69.1,0,0,0,0,1,0,0
0x3dcd,924,4.0,2,1,0.0,0,7.78,0,1,86.0,4.8,74.63,0,0,0,0,0,0,0
0x755a,380,1.0,1,0,0.0,0,6.34,0,1,110.0,4.46,64.04,0,0,0,0,0,1,0
0x52b3,611,2.0,2,0,0.0,0,7.59,3,1,150.0,2.83,30.2,0,0,0,0,0,0,0
0x539f,838,3.0,2,2,0.0,0,6.74,0,1,84.0,4.81,83.22,0,0,0,0,0,0,0
0x28b0,933,3.0,1,0,1.0,0,6.18,0,1,100.0,3.53,66.94,0,0,0,0,1,0,0
0x5294,560,3.0,1,2,1.0,1,5.94,0,1,114.0,4.15,94.97,0,0,0,0,0,0,0
0x49f8,418,2.0,2,2,0.0,0,7.02,0,1,133.0,4.74,86.35,0,0,0,0,0,0,0
0xbf2b,194,3.0,2,2,1.0,0,7.42,0,1,126.0,4.12,72.82,0,0,0,0,0,0,0
0xa83a,991,1.0,1,1,0.0,0,7.65,0,1,86.0,4.17,78.42,0,0,0,0,1,0,0
0x640d,109,3.0,1,0,0.0,0,7.1,3,1,90.0,2.29,22.5,0,0,0,0,1,0,0
0x5b64,565,3.0,3,1,1.0,0,7.43,0,1,115.0,4.13,89.68,0,0,0,0,0,0,0
0xbd6b,618,2.0,3,1,1.0,0,6.2,2,1,101.0,2.28,41.77,0,0,0,0,1,0,0
0x9eb5,529,2.0,2,1,1.0,0,5.42,1,1,116.0,3.52,69.09,0,0,0,0,0,0,0
0xaba6,868,1.0,2,1,1.0,0,6.5,0,1,122.0,3.82,89.1,0,0,0,0,0,1,0
0x71fa,485,2.0,3,0,0.0,0,5.81,1,1,95.0,3.54,46.32,0,0,0,0,1,0,0
0x1faf,170,2.0,2,2,0.0,0,4.04,0,1,90.0,4.5,74.12,0,0,0,0,0,1,0
0x1a4b,274,4.0,3,1,0.0,0,6.39,2,1,151.0,2.84,68.56,0,0,0,0,1,0,0
0x61de,467,3.0,3,1,0.0,1,6.71,1,1,81.0,3.55,70.95,0,0,0,0,1,0,0
0x2547,129,4.0,3,1,0.0,0,6.52,1,1,135.0,3.49,66.03,0,0,0,0,1,0,0
0x21b5,378,2.0,2,2,0.0,0,5.83,1,1,102.0,3.85,72.51,0,0,0,0,0,1,0
0xadaf,865,3.0,3,0,0.0,0,6.13,2,1,111.0,3.52,64.35,0,0,0,0,0,0,0
0x8563,170,4.0,3,1,1.0,0,5.47,0,1,112.0,4.15,78.23,0,0,0,0,0,0,0
0xa33f,758,3.0,1,2,1.0,0,6.95,1,1,134.0,2.86,82.6,0,0,0,0,1,0,0
0x7580,799,2.0,2,2,1.0,0,6.24,2,1,107.0,1.96,77.34,0,0,0,0,0,0,1
0x1764,374,4.0,2,1,1.0,0,8.3,1,2,161.0,3.07,70.73,0,0,0,0,0,1,0
0xaada,678,1.0,2,0,0.0,0,6.99,1,1,141.0,4.1,65.25,0,0,0,0,0,0,0
0x7646,560,4.0,3,1,1.0,0,7.74,3,1,88.0,2.28,38.39,0,0,0,0,0,0,0
0x189a,695,1.0,1,1,0.0,0,5.01,0,1,101.0,4.48,80.49,0,0,0,0,0,1,0
0x24ed,332,4.0,2,0,0.0,1,5.43,1,1,112.0,3.84,75.82,0,0,0,0,0,1,0
0x4c02,624,2.0,3,1,1.0,0,5.66,0,1,83.0,3.87,79.78,0,0,0,0,0,1,0
0x9b29,151,4.0,3,1,0.0,1,5.97,1,1,93.0,4.17,73.4,0,0,0,0,0,0,0
0x5b3e,791,3.0,2,2,0.0,1,6.55,0,1,141.0,4.42,86.28,0,0,0,0,0,1,0
0x6956,185,4.0,2,1,0.0,0,6.92,0,1,162.0,4.08,79.27,0,0,0,0,1,0,0
0x62c1,959,2.0,1,1,3.0,0,5.59,1,1,115.0,2.26,68.77,0,0,0,0,0,0,0
0x5720,591,3.0,1,1,2.0,0,7.73,2,1,130.0,2.23,72.32,0,0,0,0,0,0,0
0x7bd,599,4.0,1,2,1.0,0,6.37,0,1,135.0,4.12,78.56,0,0,0,0,0,0,0
0x1dfd,785,3.0,1,0,0.0,1,7.92,0,1,169.0,4.69,74.91,0,0,0,0,0,0,0
0xbeb3,648,4.0,1,1,0.0,1,5.3,1,1,90.0,4.18,76.86,0,0,0,0,0,0,0
0x8e2f,233,4.0,3,1,0.0,1,7.04,0,1,145.0,4.41,77.63,0,0,0,0,0,1,0
0x4c80,551,3.0,3,1,1.0,0,6.86,0,1,137.0,4.11,76.31,0,0,0,0,0,0,0
0x955c,455,1.0,2,0,1.0,1,6.7,1,1,145.0,3.47,77.58,0,0,0,0,0,0,0
0x3744,106,2.0,2,0,0.0,0,6.35,0,1,128.0,4.13,53.76,0,0,0,0,1,0,0
0xe32,105,2.0,3,1,0.0,0,4.52,1,1,112.0,3.53,73.89,0,0,0,0,1,0,0
0x1c5d,910,4.0,3,0,0.0,0,7.13,0,1,87.0,4.17,75.45,0,0,0,0,1,0,0
0x8b5,564,3.0,1,1,0.0,0,7.34,2,1,119.0,2.88,64.49,0,0,0,0,1,0,0
0x1c10,652,4.0,3,1,0.0,0,7.15,1,1,154.0,4.09,88.04,0,0,0,0,0,0,0
0x1ca6,925,1.0,3,1,0.0,0,5.79,1,1,116.0,4.14,85.18,0,0,0,0,0,0,0
0x2531,364,2.0,3,1,0.0,1,7.19,0,1,141.0,4.73,85.9,0,0,0,0,0,0,0
0x978c,899,1.0,3,1,0.0,1,6.23,1,1,161.0,3.77,72.41,0,0,0,0,0,1,0
0x8e09,800,2.0,2,1,1.0,0,7.07,3,1,81.0,2.3,44.65,0,0,0,0,0,0,0
0x7a8a,639,4.0,2,1,0.0,0,7.22,0,1,104.0,4.78,74.5,0,0,0,0,0,0,0
0x4aa3,353,2.0,3,0,1.0,0,8.28,1,2,152.0,2.77,35.53,0,0,0,0,1,0,0
